smiles,D
O=[N+]([O-])OCC(CCOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.614653
CCN(C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.999212
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc3c([N+](=O)[O-])c4nc([N+](=O)[O-])nc[nH]c4c([N+](=O)[O-])cc([N+](=O)[O-])cc([N+](=O)[O-])c23)c([N+](=O)[O-])c1,7.264237
CC(=O)OC#CCC(C)([N+](=O)[O-])[N+](=O)[O-],6.419197
O=[N+]([O-])c1ccc(Oc2nc([N+](=O)[O-])n[nH]2)c([N+](=O)[O-])c1,7.166211
O=C(OCC(CONc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.8661113
O=[N+]([O-])C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.676443
O=[N+]([O-])C(CC#COC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.6798315
O=[N+]([O-])OCCCN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.039651
O=[N+]([O-])OCN(CN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.722681
O=[N+]([O-])c1cc([N+](=O)[O-])c(Oc2nonc2[N+](=O)[O-])c([N+](=O)[O-])c1,8.02945
O=[N+]([O-])C(CO)(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.725736
CCC(CNOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.9338536
O=C(CCC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],6.8850107
Cc1c([N+](=O)[O-])c(O)c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],7.823769
O=C(C(=O)n1cc([N+](=O)[O-])cn1)C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.32298
CC(COC(=O)CN(CCN(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.3095417
O=C(Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.106102
CCC(COC(=O)C(=O)OC)([N+](=O)[O-])[N+](=O)[O-],6.538048
COCC(=O)C(=O)C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.9645925
COCCCOn1c([N+](=O)[O-])nnc1[N+](=O)[O-],7.010254
CC(COC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.356785
CC12N(CN[N+](=O)[O-])C(=O)N(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C1(C)N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],7.692356
O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.548356
O=C(CCO[N+](=O)[O-])C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.9534545
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(F)c1[N+](=O)[O-],7.530692
CC(CNCN(CC(=O)O[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.6266494
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc([N+](=O)[O-])n(O)c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.9384847
O=[N+]([O-])OCCC(CCN(CO[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.186305
O=[N+]([O-])N1CN(F)N2N=Nc3ccccc3CN(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN2C1,7.171951
N#Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],7.788313
NC(=O)c1c([N+](=O)[O-])[nH]nc([N+](=O)[O-])nc2c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2C1NCC([N+](=O)[O-])([N+](=O)[O-])CC1([N+](=O)[O-])[N+](=O)[O-],7.9167175
NC(=O)C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.538087
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,6.6528893
O=C([N+](=O)[O-])C(CO[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.68311
O=c1c2ncc([N+](=O)[O-])cc([N+](=O)[O-])cc1c([N+](=O)[O-])[n+]([O-])onc1c(Nc3cnon3)nc1n2,7.369947
CCN(N(CC)[N+](=O)[O-])[N+](=O)[O-],6.793175
O=[N+]([O-])c1cc([N+](=O)[O-])c(CN(Cc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,7.344927
Cc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(C(=O)O)c1[N+](=O)[O-],7.030934
O=[N+]([O-])C1=CC([N+](=O)[O-])=C(C=Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])NC([N+](=O)[O-])=C1,7.289552
O=[N+]([O-])N(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CC(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.636486
CCC(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.081523
Cn1c([N+](=O)[O-])nonc2n(c1=O)C1C2C2C1N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],7.9740386
O=[N+]([O-])OCC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(n1cc([N+](=O)[O-])nn1)n1cc([N+](=O)[O-])nn1,8.52382
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCO[N+](=O)[O-],8.19666
O=[N+]([O-])c1cn(C#CF)nn1,7.3427477
O=[N+]([O-])c1n[nH]c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1,8.776486
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(CN(CN[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.52693
O=[N+]([O-])c1cc([N+](=O)[O-])c(N=Nc2nonc2-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.484812
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cn2ccnn2)c([N+](=O)[O-])c1,6.7590857
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCCN(CCN[N+](=O)[O-])[N+](=O)[O-],7.465764
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c(-n2ccnn2)c([N+](=O)[O-])c1[N+](=O)[O-],7.806934
CC(C)(COC(=O)C(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],7.11025
CON(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.746643
O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC1=Cc2c([N+](=O)[O-])cc([N+](=O)[O-])[nH]c([N+](=O)[O-])c([N+](=O)[O-])nc21,7.140378
COc1c([N+](=O)[O-])[nH]c([N+](=O)[O-])c([N+](=O)[O-])nc2c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2n1ncnc1[N+](=O)[O-],7.7851644
O=[N+]([O-])c1cc([N+](=O)[O-])c(CN(c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,7.547156
O=[N+]([O-])C(COCOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(COC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.306168
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.769199
CC12C([N+](=O)[O-])=NON=C3N(N)C(=O)N([N+](=O)[O-])C1(C)N3C(=O)N2[N+](=O)[O-],7.6326003
CC(CCN(CC(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.686828
CC(CCC(=O)CN[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.057809
CCC(CN(CN(CN(C)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.4897485
O=[N+]([O-])C(COC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.522672
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N1CNC(=N[N+](=O)[O-])NC1,7.8283305
O=[N+]([O-])NNCNCO[N+](=O)[O-],8.468752
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N(Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],7.180163
CCC(CCN(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.609769
O=C(CCN(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.031843
NC(CC[N+](=O)[O-])(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.407417
O=[N+]([O-])c1cc([N+](=O)[O-])c2ncn(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c2c1,8.096321
CN([N+](=O)[O-])C(CC#N)([N+](=O)[O-])[N+](=O)[O-],7.834989
O=C(CCN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN[N+](=O)[O-])[N+](=O)[O-],8.296112
O=[N+]([O-])c1cc([N+](=O)[O-])c(CN(CCN([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,7.859605
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.54286
CC(COCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.200502
O=[N+]([O-])C1([N+](=O)[O-])CN(C#COC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,8.535908
O=[N+]([O-])OCCN(CN(CCN([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.394472
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ncc([N+](=O)[O-])nc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.560414
O=[N+]([O-])NCN(CCO[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.470075
CN(CN(CCN(CCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.546626
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CO[N+](=O)[O-],8.122319
O=C(F)C(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],8.1974945
CN(C(=O)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.335435
CC(CN1CC([N+](=O)[O-])=C([N+](=O)[O-])C(N)=C([N+](=O)[O-])C([N+](=O)[O-])=C2N(C1)CN2Nc1cnon1)([N+](=O)[O-])[N+](=O)[O-],7.395284
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1N,6.4286547
CCN(c1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-])[N+](=O)[O-],7.3502116
CCOC(C(=O)CC(C)([N+](=O)[O-])[N+](=O)[O-])N(CC)[N+](=O)[O-],6.3945885
CC(CCC(COOCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.467346
CN(CCC(=O)c1c([N+](=O)[O-])c(OCC(C)([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c(-c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-])[N+](=O)[O-],7.2639294
Nc1nonc1NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.131229
O=[N+]([O-])c1cc([N+](=O)[O-])nnn1,8.333759
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)c1[N+](=O)[O-],7.03116
COCC(=O)CC[N+](=O)[O-],6.3477507
CC(CC(C(=O)O)[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.4385815
CC(Cc1nc([N+](=O)[O-])nc[nH]c2c(c1[N+](=O)[O-])N=C2O)([N+](=O)[O-])[N+](=O)[O-],7.053296
CC(C)(C)NC(=O)CC(C)([N+](=O)[O-])[N+](=O)[O-],6.1144123
CC(N)CN(CN[N+](=O)[O-])[N+](=O)[O-],6.831402
CN(CCC(C(=O)CC(C)(C)N)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.40974
O=[N+]([O-])ON(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])n1cc([N+](=O)[O-])nn1,8.758591
CC(=O)N(CCN(CCN(C1NC1C([N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.178544
CN([N+](=O)[O-])C(CCO[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1c([N+](=O)[O-])nnc1[N+](=O)[O-],8.545896
COCN(CC(C)=O)[N+](=O)[O-],6.2655487
CC(CNC(=O)C(NCC(C)([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.589463
CN([N+](=O)[O-])C(OCC(C)([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.624291
O=[N+]([O-])c1cc([N+](=O)[O-])c(CCN(CO)[N+](=O)[O-])c([N+](=O)[O-])c1,7.1252885
O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2n1ccnn1,9.026452
O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C(=O)NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.2062716
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cnn([N+](=O)[O-])c2)c([N+](=O)[O-])c1,7.361036
CC(NN(CCC(C)(C)N)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.8515983
O=[N+]([O-])C1=CC([N+](=O)[O-])=Nc2no[n+]([O-])c2C([N+](=O)[O-])=C1,8.072121
CN(CCN(CCN(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.2114177
O=C(CCC(CC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.077027
O=[N+]([O-])NCNCN[N+](=O)[O-],8.140592
Cc1c([N+](=O)[O-])ccc(-c2nonc2-c2c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-],6.9226365
O=C([N+](=O)[O-])C(CCN[N+](=O)[O-])(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.526073
CN(CC(C(=O)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.802109
CCC(CN(CN(CCN(CO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.749473
COc1nc(N(C)[N+](=O)[O-])c([N+](=O)[O-])c(Cl)c1[N+](=O)[O-],7.146704
O=[N+]([O-])c1cc([N+](=O)[O-])c(N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,8.607498
CCOc1c([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c(CCO[N+](=O)[O-])c1[N+](=O)[O-],6.865178
Nc1[nH]cnc1[N+](=O)[O-],7.1215763
O=C(C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)[N+](=O)[O-])N(CCN[N+](=O)[O-])[N+](=O)[O-],8.3300905
O=[N+]([O-])N1CN([N+](=O)[O-])C2C3C(N=NNC=C4N(CCO)CN43)C21,6.6377525
O=C(NCNCO)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.6532483
O=[N+]([O-])OCCN(CN(CCn1ccnn1)[N+](=O)[O-])[N+](=O)[O-],7.124511
O=[N+]([O-])c1ccc(-c2cc([N+](=O)[O-])c(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.118423
COC(=O)C(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.039756
O=[N+]([O-])OCN(CCN(CCN(CO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.26104
O=[N+]([O-])c1ccc(-c2c([N+](=O)[O-])c3c([N+](=O)[O-])c4c([N+](=O)[O-])[nH]nc([N+](=O)[O-])nc4cc([N+](=O)[O-])ncn23)c([N+](=O)[O-])c1,7.324515
CC(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.427986
O=C(CCO[N+](=O)[O-])C(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.81375
O=[N+]([O-])N(CCOCC(F)([N+](=O)[O-])[N+](=O)[O-])CCN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.9942675
Nc1no[n+]([O-])c1C([N+](=O)[O-])[N+](=O)[O-],8.849962
O=[N+]([O-])C1=CC(N=Nc2ncc([N+](=O)[O-])c(N=Nc3c([N+](=O)[O-])cc([N+](=O)[O-])c(-c4c([N+](=O)[O-])cc([N+](=O)[O-])cc4[N+](=O)[O-])c3[N+](=O)[O-])c2[N+](=O)[O-])([N+](=O)[O-])C([N+](=O)[O-])=C1,7.6010704
O=[N+]([O-])c1cccc(-c2cn(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nn2)c1[N+](=O)[O-],7.5469456
CCC(CNOC#CC(=O)COC)([N+](=O)[O-])[N+](=O)[O-],6.2477818
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cc(F)c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.082891
CC(CCN(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.188684
CC(CCN(CF)[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.1432734
O=C(C1NCNC(=N[N+](=O)[O-])N1)C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1c([N+](=O)[O-])nnc1[N+](=O)[O-],7.8151712
COCC(CO[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.15854
O=C(CCC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.328357
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.6483383
O=[N+]([O-])C(COCCO)([N+](=O)[O-])[N+](=O)[O-],7.912679
O=C(NCCO[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.036751
Nc1c([N+](=O)[O-])c(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],8.026461
COc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-n2cc([N+](=O)[O-])cn2)c1[N+](=O)[O-],7.1507072
CCC(CNCC(=O)OCC(CC)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.72718
CCC(COCCOOC)([N+](=O)[O-])[N+](=O)[O-],6.376993
CN(C(CO[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.464747
O=[N+]([O-])C1([N+](=O)[O-])CNC(OC#COF)C([N+](=O)[O-])([N+](=O)[O-])C1,7.8999777
O=C(OCC(COC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8414426
Cn1nc([N+](=O)[O-])c(-n2ccnc2)c1[N+](=O)[O-],6.761546
CN(CCN(CCC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(C(N)=O)N(C)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.4107685
O=[N+]([O-])c1cc([N+](=O)[O-])c2c(c1)nnn2N1CC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,7.794671
O=C(OCN[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.392502
CN(CN(CCN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N[N+](=O)[O-],8.059203
O=C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(CCN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N[N+](=O)[O-],8.054022
CC(CCN(C(=O)OCC(COF)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.5815086
O=C(O)c1[nH]c([N+](=O)[O-])nc1[N+](=O)[O-],7.8517284
CC(CC(=O)N(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.515916
CCN(c1ccc([N+](=O)[O-])c(C)c1[N+](=O)[O-])[N+](=O)[O-],6.3997684
O=[N+]([O-])N(CN(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.476866
CC(CN(CC(CN(CC#N)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.750898
O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OC#COC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.165103
O=[N+]([O-])C1([N+](=O)[O-])CN(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,8.5857725
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],6.613269
O=[N+]([O-])c1nonc1OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.760848
O=[N+]([O-])c1ccc(-c2nc3nc4nc([N+](=O)[O-])nonc4[nH]c([N+](=O)[O-])ncc23)c([N+](=O)[O-])c1,7.0548306
O=[N+]([O-])NCCN(CF)[N+](=O)[O-],7.510664
CC(=O)C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.28706
O=C(F)C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.310698
CC(NC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.452043
CC(CC(CC#N)(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.4566483
